x1,x2,y
0.4225621,0.6133339,0.8986702
0.6205927,0.8790739,0.9858036
0.6932798,0.2728614,0.3442743
0.5669611,0.0257913,0.0157438
0.5879997,0.2239775,0.3736417
0.2598288,0.2678280,0.7721207
0.8591005,0.6032326,0.6901959
0.8379460,0.9148640,0.7904517
0.8482115,0.6226144,0.7448450
0.0995873,0.8120999,1.3657336
0.5859276,0.4342881,0.6060883
0.2116853,0.0749641,0.3959310
0.7083375,0.6582576,0.8723343
0.9006758,0.7647607,0.6555935
0.5713829,0.3544895,0.4822648
0.1760032,0.7971508,1.3782811
0.8523927,0.1393465,0.1620675
0.2848070,0.0839953,0.1305788
0.0387576,0.1532270,1.2910350
0.1022255,0.8649605,1.3899893
0.0172527,0.1027493,1.3913011
0.2315658,0.9340347,1.4613144
0.8836358,0.5508741,0.5513774
0.6309003,0.3864624,0.6015991
0.9386925,0.1377969,0.1503320
0.5631697,0.5884352,0.8614149
0.1754788,0.1811382,0.7517992
0.0143281,0.9594719,1.6206293
0.3815609,0.7530881,1.0301368
0.2263933,0.5850610,1.2204550
0.5555098,0.1635422,0.3335120
0.1733740,0.7105155,1.2909312
0.8209303,0.8967276,0.9038095
0.3966647,0.8830344,1.2495416
0.0754772,0.5285677,1.4027483
0.5635027,0.0916028,0.3929613
0.0813307,0.4039489,1.2956004
0.7471365,0.2812568,0.3945110
0.2316696,0.7807560,1.4334985
0.5039920,0.0780678,0.2010430
0.5362504,0.5374697,0.6794841
0.2529059,0.7344691,1.3476247
0.3484297,0.8687401,0.8872496
0.3823560,0.2740704,0.5226140
0.3100231,0.1501197,0.4881219
0.0814203,0.8884849,1.4856397
0.4013604,0.6067291,1.0610097
0.7182690,0.4730747,0.4715721
0.5817645,0.0822070,0.0954154
0.9087219,0.6383475,0.4632836
0.7373645,0.3574905,0.2544055
0.6799887,0.7211846,0.7422684
0.0476469,0.4871344,1.3374016
0.4131231,0.6832363,0.9823481
0.1667962,0.1040145,0.5845828
0.1790836,0.8933158,1.2146878
0.2593839,0.5097942,1.0815237
0.5978540,0.1070143,0.1552155
0.4389764,0.2000909,0.3536530
0.6137116,0.6665374,0.9132398
0.7316937,0.1145672,0.3358828
0.7563254,0.6684665,0.6544607
0.6586427,0.5574213,0.5946617
0.2795362,0.0236909,0.1079297
0.0900911,0.0676378,0.5884151
0.8990655,0.5850591,0.5849804
0.3357192,0.5855677,1.0909715
0.1276108,0.8901944,1.3509607
0.5522130,0.1035455,0.1835358
0.2216300,0.9538796,1.5156375
0.8788408,0.1907782,0.3339905
0.1474947,0.3861082,1.1129613
0.1531538,0.2619790,1.0738693
0.2303461,0.7362925,1.3974417
0.2609907,0.0883328,0.3206284
0.7506008,0.9750466,0.7822014
0.0504168,0.8051147,1.4618439
0.9162886,0.8665350,0.7491423
0.4185087,0.4151043,0.6298110
0.9128646,0.6600133,0.6086788
0.7907852,0.3848954,0.3296978
0.5464156,0.9400486,1.0791075
0.2637977,0.0707003,0.2279787
0.4457465,0.2808594,0.5927867
0.5563113,0.2837758,0.5227002
0.1093589,0.2713640,1.0863759
0.1438898,0.7428918,1.3297165
0.2302189,0.2051053,0.7056301
0.8213552,0.2730472,0.3136018
0.9312623,0.7729717,0.6967222
0.1812671,0.1696239,0.7476372
0.4445271,0.1318942,0.3021864
0.5976006,0.4188827,0.5460151
0.6771139,0.8573006,1.0699918
0.6744527,0.3700608,0.7637916
0.5071887,0.7737446,1.0098714
0.6829014,0.2296421,0.3222453
0.1619184,0.2846825,1.0020704
0.0662749,0.6063620,1.5881150
0.7309263,0.9917168,0.8051760
0.7765160,0.4086755,0.4418459
0.9878505,0.7320462,0.6516097
0.7729501,0.3315306,0.4476014
0.2918761,0.6443044,1.2510876
0.1039067,0.9328179,1.5197958
0.9317006,0.7902324,0.5785266
0.7531291,0.2302889,0.2067643
0.3024809,0.4917315,1.1830564
0.5002341,0.6103220,0.9641345
0.1317017,0.7479884,1.3201227
0.6238333,0.1658290,0.2656418
0.1436329,0.5306044,1.1435035
0.8018629,0.2653460,0.1408813
0.6145454,0.0497108,-0.0307242
0.4495252,0.7747781,1.3016984
0.2314816,0.8376645,1.2542089
0.9972142,0.8483152,0.7329444
0.0422808,0.9890059,1.4154030
0.5087360,0.1755087,0.3468838
0.5205031,0.9357504,0.9874965
0.1730076,0.7184414,1.4729136
0.1570323,0.6879045,1.5768996
0.6943545,0.7842860,0.8977513
0.6456885,0.9452472,1.0045123
0.3394553,0.9113306,1.2018145
0.7184389,0.1675170,0.3824144
0.3637834,0.6353098,0.8369537
0.1473358,0.5889166,1.4216382
0.7624392,0.9976724,1.1293329
0.9620055,0.0329589,0.1710941
0.0700444,0.9150785,1.5596145
0.1210332,0.2482205,1.0926503
0.2976589,0.3175048,0.8132704
0.1122933,0.2294149,1.1900562
0.8745122,0.7422730,0.7470008
0.8204211,0.5953060,0.5467124
0.7269755,0.7061104,0.7892805
0.2891241,0.9168298,1.2874937
0.8289663,0.9178599,0.7836362
0.6202408,0.7485410,0.8788869
0.3525040,0.7268084,0.9406137
0.9880456,0.9380722,0.7291803
0.1474872,0.0916909,0.7418576
0.8161477,0.4925045,0.6432043
0.2142278,0.6102146,1.1124994
0.8968730,0.0877745,0.1661041
0.3926535,0.0534444,0.1157681
0.8873845,0.7677854,0.7135681
0.8082318,0.9846556,0.7983587
0.8114170,0.1505814,0.1204992
0.2136278,0.8873440,1.2664289
0.3654984,0.6287442,0.9626955
0.3704266,0.3940125,0.8765814
0.2602438,0.1381671,0.5950927
0.2249879,0.8718729,1.3125285
0.1706343,0.4491923,1.4603974
0.7345047,0.7619251,1.0491201
0.5925434,0.0858889,0.0784327
0.5961549,0.5293349,0.8142868
0.9256435,0.1711306,0.3074763
0.1664620,0.3544179,1.1185996
0.7286166,0.9729740,0.8482458
0.3546395,0.2486556,0.5234004
0.3973217,0.7840884,1.0974359
0.2191780,0.5846900,1.2542123
0.1979731,0.6290032,1.0486538
0.5558901,0.2440368,0.4270661
0.4855759,0.7256883,1.1374735
0.1462432,0.1939829,1.1160176
0.6564794,0.7294093,0.9488689
0.1791906,0.1821573,0.7194561
0.9152255,0.5661995,0.4319827
0.1740500,0.6195714,1.3521506
0.7523911,0.1017165,0.2360897
0.4426742,0.6157362,0.9348060
0.8963485,0.0261117,0.2308360
0.5530352,0.3934841,0.7156008
0.5530545,0.7473728,0.9457353
0.0615146,0.4294569,1.3434850
0.1205700,0.5012628,1.4336282
0.9032474,0.1871736,0.1183814
0.9611937,0.0018532,-0.0993034
0.3786731,0.3614956,0.8047945
0.5987662,0.6368030,0.8599959
0.3882905,0.4296600,0.8750932
0.1063400,0.9853415,1.3562418
0.9577865,0.5274577,0.5130662
0.2407764,0.4526469,0.9707752
0.5614887,0.0367099,0.0448978
0.7753468,0.2795450,0.3188106
0.8379170,0.6830759,0.6438834
0.5170857,0.7494736,1.0313934
0.7169311,0.0236661,-0.0140152
0.5090450,0.9393129,0.9447087
0.9397066,0.0537937,0.0901832
0.2652176,0.9364708,1.4064749
0.2584059,0.0889551,0.3249076
0.7067813,0.4924778,0.7390830
0.2869688,0.4185334,1.0476040
0.6500474,0.8935651,0.8754613
0.2887809,0.8985042,1.3080912
0.3695737,0.7782894,0.9269330
0.4691223,0.5764640,1.0205248
0.2075531,0.5197394,1.2269154
0.2944576,0.5571529,1.0989013
0.9316871,0.7409275,0.7664187
0.5116809,0.3338053,0.5613983
0.0280419,0.3975618,1.5035789
0.4719554,0.6377869,1.0918779
0.5511587,0.1136683,0.1971269
0.4735733,0.4005977,0.7608511
0.8238650,0.4393985,0.5925416
0.2747849,0.6373273,1.0722851
0.3559048,0.2228494,0.5093752
0.9315161,0.8069398,0.6686125
0.6858037,0.5461015,0.7186972
0.5897157,0.9096948,1.0658364
0.7143507,0.5399226,0.7297434
0.0726140,0.6346238,1.4527799
0.1134336,0.8986768,1.5301410
0.3177656,0.4131939,0.8303436
0.5940324,0.1607410,0.2528276
0.2133375,0.5459717,1.3529099
0.3643440,0.2599633,0.7087267
0.0958868,0.5128398,1.3854603
0.1276914,0.6483496,1.2969797
0.9778974,0.6383917,0.5922463
0.0662895,0.7438893,1.5046690
0.1006627,0.6404873,1.3074080
0.5831836,0.8857038,0.8286878
0.7146947,0.0192851,-0.1477426
0.8278410,0.8960432,0.6665164
0.8833827,0.0996936,0.1405231
0.1223915,0.1540253,0.9278930
0.0157623,0.8102945,1.6228861
0.4128317,0.9233074,1.0987912
0.5544908,0.1447174,0.1727751
0.9083956,0.9956533,0.8201662
0.1937998,0.7023785,1.3260902
0.1854106,0.4616833,1.1370026
0.2095976,0.0740406,0.4358905
0.4072424,0.5500344,0.8267769
0.4430230,0.5091249,0.8293743
0.6446228,0.5309058,0.7319839
0.3278540,0.5341698,1.1863587
0.8886537,0.4132730,0.4563779
0.6371938,0.1585759,0.0748646
0.4385353,0.2692039,0.5499775
0.4059808,0.2509935,0.4075578
0.5878284,0.1388079,0.2045317
0.9936187,0.0623267,-0.0137500
0.6320499,0.3467199,0.3920335
0.4701001,0.3701158,0.5957072
0.6295812,0.1211747,0.2915402
0.4928582,0.6750731,1.0272621
0.7138616,0.1786162,0.1357435
0.6739984,0.9385213,1.0979419
0.8667703,0.6152735,0.5598965
0.3539401,0.3851250,0.7576192
0.6978837,0.8897274,1.0174369
0.9738232,0.2988538,0.4365342
0.0092625,0.7441910,1.5640765
0.8269470,0.0802341,0.1353713
0.9175211,0.7103864,0.6196098
0.0989156,0.0272645,0.3095066
0.4250248,0.5029921,0.8515428
0.7885099,0.2986324,0.5044370
0.4872214,0.9036369,1.1746405
0.3982600,0.2447292,0.3665789
0.6225115,0.4313100,0.2948925
0.5016149,0.0354084,0.0781610
0.5969671,0.9502567,1.0677760
0.5169538,0.5333202,0.9548277
0.4582834,0.0942763,0.1718303
0.8379344,0.0185271,0.0024715
0.1349920,0.5618341,1.1757320
0.8879998,0.6962834,0.6940776
0.2098114,0.0628748,0.3822992
0.3624616,0.8573733,1.0680862
0.4652030,0.4959896,0.7059914
0.2973426,0.2881225,0.8394195
0.1236353,0.2794908,1.1776226
0.3057251,0.7580606,1.0730469
0.6129920,0.9531636,1.0190950
0.5044551,0.2523374,0.4176381
0.7022383,0.6252469,0.6874719
0.2470748,0.1061457,0.3678196
0.7211111,0.3721875,0.3341084
0.6342667,0.8162411,0.8091081
0.5649120,0.8951619,0.8684963
0.7026002,0.6246003,0.7400409
0.5854029,0.8987484,1.1489550
0.9601989,0.4076732,0.3875260
0.8857899,0.9749024,0.7286762
0.9856111,0.2430836,0.2989465
0.5308357,0.8222280,0.9297065
0.4132630,0.9206427,1.2328024
0.5907561,0.8290152,0.9533467
0.6758987,0.0252368,-0.0392443
0.4806732,0.3049313,0.5681887
0.7319502,0.4295668,0.4217272
0.7437755,0.3495766,0.4650270
0.5370183,0.5230056,0.9270151
0.9253338,0.0654103,-0.0591228
0.2209485,0.1333645,0.4197929
0.8011911,0.1685852,0.0705778
0.4026685,0.7912289,1.0996324
0.0365324,0.2254826,1.2561474
0.5770146,0.7770367,0.8735785
0.1523997,0.2426277,0.9153207
0.2699812,0.5045890,1.1482067
0.7646793,0.1527470,0.2595136
0.0781438,0.0179649,0.2168098
0.8444844,0.9533472,0.7047189
0.2660148,0.8927891,1.2718930
0.8135749,0.8912423,0.9342937
0.1545332,0.3267698,1.0620536
0.3830585,0.4120844,0.8133815
0.4198665,0.9375172,1.0696451
0.3864403,0.1345219,0.4135772
0.9752546,0.0211505,0.0898116
0.0710776,0.2536473,1.3278079
0.1629760,0.9654772,1.3914557
0.5335893,0.4918345,0.6339033
0.1688927,0.4205296,1.0609673
0.6177267,0.0677394,0.2314261
0.1535404,0.8634454,1.2609113
0.9733354,0.1809096,0.1267599
0.7998913,0.8852330,0.8149953
0.0418411,0.2067249,1.3384203
0.9896899,0.2641770,0.1694743
0.2997034,0.7129478,1.1020126
0.4746312,0.8690972,1.0630080
0.1262489,0.1501280,0.7934080
0.3440510,0.1145507,0.3461045
0.3905597,0.3259459,0.6909505
0.0660022,0.5799350,1.4568417
0.8726132,0.8123612,0.8239231
0.6985887,0.2707531,0.3475715
0.9942819,0.5562777,0.5023718
0.9687936,0.3676081,0.5232224
0.0082793,0.5668308,1.5169950
0.2689828,0.2510943,0.7381754
0.8187090,0.5723234,0.7235574
0.0931194,0.6602620,1.4446194
0.5569345,0.5351638,0.6871313
0.5475557,0.5958480,0.9663720
0.2696739,0.7303606,1.1356822
0.3018846,0.8880574,1.3298792
0.4618818,0.1547614,0.2633464
0.2614995,0.8563332,1.6025983
0.4984433,0.0456925,0.2480184
0.1223134,0.3672922,1.2297937
0.5287475,0.7229365,0.8475640
0.3799642,0.0725597,0.2706730
0.6844672,0.1377415,0.3420943
0.2588006,0.7447126,1.2205847
0.2815456,0.9137921,1.1516306
0.2780506,0.9232061,1.2927511
0.6668905,0.7949857,0.9768831
0.7262578,0.1188826,0.1456519
0.5611005,0.0919546,0.2345179
0.6477104,0.7303395,0.8541982
0.3703428,0.5168258,0.8933345
0.3515540,0.6925316,1.1301113
0.5374697,0.9034915,0.8150345
0.1282764,0.5524160,1.3247001
0.5860358,0.5496552,0.7755113
0.8849007,0.0895704,0.0373151
0.4488947,0.7463040,0.9887546
0.2088870,0.7511672,1.3275704
0.0629746,0.1006563,1.0845413
0.1323309,0.8486398,1.4906988
0.0970575,0.5211799,1.3693540
0.0542774,0.4581297,1.5264612
0.7465819,0.8248320,0.8323091
0.5507986,0.8190412,0.9745753
0.3611052,0.1292244,0.4159086
0.2735335,0.5903614,1.1209752
0.4112538,0.1455541,0.3451697
0.5897432,0.8668891,0.9618915
0.0474476,0.4542917,1.4733372
0.1005057,0.2686403,1.3259704
0.3002638,0.4520642,0.9856451
0.5141521,0.0677892,-0.1700838
0.7126267,0.2111384,0.3420075
0.5524854,0.7681059,0.8481816
0.2894879,0.5899396,1.1298281
0.8452646,0.2733441,0.3373494
0.3923195,0.5460527,0.9343592
0.9582622,0.1397605,0.1813099
0.5629325,0.8669990,0.9975081
0.5167370,0.9011734,1.1908819
0.6212209,0.3338041,0.4116818
0.3581535,0.5950034,1.2379782
0.8466256,0.4956196,0.6216094
0.5007423,0.1862738,0.3569510
0.3541713,0.1948992,0.4244711
0.2497196,0.8074680,1.3103891
0.0353069,0.8656637,1.5343129
0.5931205,0.3884690,0.6285789
0.9566611,0.1046767,0.1231570
0.4388733,0.9134762,1.1471511
0.8543745,0.3699175,0.3454350
0.0814911,0.7595555,1.6644024
0.2812884,0.7552867,1.1495205
0.3409791,0.0265218,0.1179955
0.4113447,0.0293062,0.2159798
0.6825062,0.0334790,0.2125607
0.5416964,0.5142546,0.8855632
0.5705126,0.2878643,0.5324189
0.2988841,0.9754760,1.1526818
0.7319068,0.2100663,0.2346226
0.3472924,0.6060158,0.9854716
0.4798355,0.5384998,0.7116317
0.7892742,0.1996138,0.3818702
0.4654363,0.9382707,1.1563816
0.4248627,0.2196088,0.5020086
0.8725711,0.4108774,0.3071423
0.7168277,0.2171199,0.3454934
0.5459894,0.8103016,0.9804205
0.1869681,0.9652492,1.4215299
0.0266965,0.7636342,1.6200186
0.5610448,0.0361486,-0.0888414
0.9121604,0.2414339,0.1670189
0.2631771,0.1277841,0.6228604
0.1195863,0.5891214,1.4218186
0.7655400,0.8511158,0.8623409
0.8142156,0.8109419,0.7416221
0.0126645,0.3230882,1.5468273
0.5830288,0.8148532,0.9011064
0.0421391,0.6559458,1.6201541
0.7899210,0.5966863,0.6065911
0.9936852,0.7189453,0.6431450
0.6894512,0.2737312,0.2900971
0.3290150,0.0567695,0.1530189
0.7584509,0.0758826,0.1992750
0.9341720,0.0855168,0.1747073
0.9184296,0.6936533,0.5994001
0.8267386,0.6719332,0.7530079
0.8291911,0.9141819,0.6071208
0.4159649,0.8860154,1.0297764
0.0302005,0.6359202,1.4865578
0.2174000,0.4186902,1.1447114
0.0480609,0.0895536,1.0450082
0.6843961,0.4264343,0.5982895
0.7493341,0.7666206,0.9122055
0.7013318,0.2482851,0.4151808
0.6292028,0.4406912,0.5781988
0.2407359,0.3493345,0.9446882
0.5551708,0.3183765,0.6692160
0.7788393,0.3596334,0.5174840
0.6063326,0.3574007,0.3842553
0.3401487,0.8668971,1.1946975
0.9508442,0.9073841,0.7948799
0.6639195,0.8017032,0.7421281
0.2786614,0.2579277,0.7402781
0.6055290,0.2250183,0.4170837
0.5340778,0.8893441,1.2382364
0.5909143,0.9000593,0.9916722
0.5552064,0.0943614,0.3178088
0.9763024,0.9854870,0.6857602
0.8038855,0.6380889,0.7484876
0.8780161,0.2381077,0.2095629
0.2834236,0.8176566,1.2516527
0.1720994,0.5425301,1.1552663
0.3600272,0.2580190,0.7576056
0.5309928,0.4782437,0.7632922
0.6473543,0.8396389,0.7951958
0.6201123,0.7933270,1.0027360
0.3616829,0.7882288,1.1417496
0.3466776,0.3874179,0.8896530
0.5753271,0.4387498,0.7676132
0.6349492,0.7943826,0.6369622
0.6660053,0.5400490,0.5182076
0.8275552,0.3424025,0.4817058
0.6295557,0.0988534,0.2149582
0.2224688,0.2353492,1.0030331
0.5209416,0.1965133,0.4291909
0.6842005,0.4879173,0.5097247
0.4891313,0.1327429,0.4161390
0.1516248,0.0510437,0.0962674
0.4735620,0.7190689,1.0062710
0.2333385,0.0079511,0.1096025
0.3479750,0.4270973,0.9711861
0.5924241,0.1593836,0.5127402
0.2021269,0.9106282,1.2480785
0.4668417,0.5126983,0.7013156
0.5833761,0.1526699,0.2766057
0.1352320,0.2072258,0.9408601
0.7161312,0.8971297,1.2441394
0.2873555,0.3809091,0.8348255
0.3056874,0.1666290,0.4457068
0.8673245,0.0083635,-0.1107380
0.6640144,0.2865413,0.4037171
0.8082559,0.9305099,1.0139118
0.1169459,0.1478117,0.7823666
0.6032720,0.7951296,0.7927503
0.5014645,0.6536005,1.0145332
0.6577310,0.6552166,0.7762897
0.9109604,0.2097293,0.3571839
0.4201943,0.8691314,1.2461342
0.3416883,0.4831250,0.7426735
0.3432528,0.0869172,0.2856868
0.9565644,0.3440601,0.3862703
0.0624785,0.3822773,1.3577190
0.2249059,0.6334255,1.2574043
0.7365159,0.2852599,0.4287894
0.4789154,0.9120084,1.1159378
0.4302775,0.2635278,0.5579587
0.2777473,0.0832015,0.0892067
0.8790318,0.9811310,0.7003803
0.1579641,0.6493169,1.2580579
0.3035964,0.2055248,0.6420765
0.7607814,0.1860919,0.2284156
0.8548221,0.0043912,0.0094357
0.7479006,0.9090536,0.7882030
0.7125088,0.0666535,-0.0402656
0.9563713,0.8799739,0.7369716
0.9500112,0.9948125,0.7163276
0.0072082,0.4963445,1.5613866
0.7673815,0.6660388,0.7565365
0.0843491,0.2560535,1.2430824
0.4815347,0.1237904,0.2757257
0.1743763,0.8129092,1.4645040
0.3729939,0.3316177,0.7639247
0.9664229,0.4293932,0.4657804
0.9457053,0.1826899,0.1594102
0.3134180,0.7809432,1.2150130
0.0101884,0.4465474,1.5785842
0.4660887,0.0340690,0.0827017
0.2965711,0.1968419,0.4242733
0.9769613,0.5578865,0.6124759
0.2578707,0.6974689,1.0221334
0.3784878,0.0940739,0.2612742
0.6689569,0.8866646,0.9208939
0.5397256,0.0559355,0.1314862
0.4467819,0.4696614,0.8125298
0.2925344,0.8247833,1.3478535
0.1769986,0.3305862,1.2630230
0.2413148,0.7041139,1.1842374
0.2493035,0.1273298,0.4190539
0.6077098,0.2215065,0.2992006
0.4068902,0.7665093,1.0747402
0.6614979,0.2289679,0.2607474
0.4134238,0.6378218,1.0588494
0.3613824,0.5048948,0.8582847
0.0972134,0.0496452,0.5400676
0.5691264,0.6896722,0.7220378
0.5333766,0.4843041,0.8075855
0.5443718,0.2419939,0.4719229
0.5029206,0.9546125,1.0116156
0.5323789,0.3571800,0.4953835
0.4222796,0.3483182,0.7784925
0.2410473,0.1483920,0.4789201
0.7073744,0.7586853,0.8296627
0.3914418,0.5514372,0.9696940
0.2762448,0.3850199,0.8324021
0.6606431,0.1598158,0.2034708
0.1919763,0.7289638,1.4542535
0.3073722,0.3529723,1.0079200
0.7283471,0.6395545,0.7656719
0.1730663,0.8713414,1.2797866
0.2242300,0.3667256,1.1911519
0.2683526,0.6044981,1.1469997
0.7700662,0.9637035,0.8496158
0.0589434,0.7266842,1.4738376
0.7923000,0.3755288,0.5624863
0.0504370,0.3372211,1.5213451
0.2504103,0.7294895,1.2221110
0.8644028,0.5599651,0.5052246
0.4660492,0.2904204,0.3632495
0.8387237,0.5533924,0.6228170
0.6651399,0.6711438,0.8088774
0.9706989,0.4938084,0.5227567
0.7800195,0.1036595,0.2660768
0.7588989,0.7673831,0.6746205
0.1179481,0.3777589,1.1684009
0.9872046,0.3213655,0.3382395
0.9711720,0.7330009,0.6665709
0.7921746,0.7303336,0.7618325
0.2034160,0.0104338,-0.0149099
0.0022843,0.0756024,1.5773944
0.3987498,0.9889491,1.1584566
0.8713367,0.1015897,0.0740729
0.8967896,0.6742468,0.6530668
0.4799958,0.3099882,0.6630589
0.2348229,0.9394309,1.1911889
0.7511043,0.2735746,0.3092072
0.8047331,0.9978641,1.0630688
0.2005093,0.4677909,1.4178055
0.0410797,0.6757726,1.5618364
0.1485440,0.8728777,1.3841530
0.8255533,0.4718600,0.7792738
0.7246880,0.5342695,0.7125005
0.1358600,0.2982509,1.3242153
0.5359895,0.9568473,1.0140151
0.2789967,0.0329009,-0.0022425
0.2358835,0.8424468,1.3501225
0.9230338,0.0437862,0.0282556
0.8989723,0.1449321,0.0680197
0.7021444,0.5862746,0.6790416
0.8650784,0.6731198,0.6390804
0.9906191,0.6662747,0.4781936
0.5368421,0.2823953,0.5601760
0.6053683,0.4872350,0.8446480
0.7862999,0.1432550,0.1237612
0.4074474,0.2595247,0.4792885
0.6748254,0.3208022,0.3415361
0.3441991,0.4243909,0.8086264
0.9455160,0.8778380,0.7710578
0.7018966,0.7209622,0.5575941
0.3020621,0.2572573,0.4490453
0.4770303,0.9121881,0.9750974
0.2497111,0.2118754,0.7892255
0.4578921,0.0701194,0.2163963
0.1756579,0.4091959,0.9181796
0.0200850,0.6017349,1.4533503
0.7961334,0.6513360,0.8546980
0.4823240,0.1777821,0.5111377
0.5097965,0.3551219,0.5902191
0.4888528,0.4442229,0.7759801
0.5832927,0.6303731,0.8040971
0.3169925,0.2064336,0.6026498
0.6825665,0.6665760,0.8576813
0.1098160,0.4989853,1.3958315
0.9000838,0.2654263,0.3092961
0.3078746,0.1740162,0.5027406
0.4405356,0.2294026,0.5440147
0.0190829,0.0145040,0.6552620
0.3189453,0.9890237,1.0701975
0.8499713,0.2384068,0.1689197
0.4226762,0.2227743,0.5462275
0.4464777,0.7677449,0.9363032
0.0276378,0.4828262,1.5619960
0.2156835,0.4835755,1.4020574
0.6191871,0.4121101,0.6088385
0.0827529,0.7308200,1.4149735
0.4455079,0.2354390,0.4179443
0.9922236,0.5173479,0.5043958
0.6157393,0.4082294,0.5266108
0.5171115,0.1645159,0.4721877
0.0331873,0.2197184,1.3897083
0.8519865,0.2627016,0.3802346
0.1320350,0.2873620,1.1566297
0.4593172,0.4220414,0.7977910
0.1052519,0.7290221,1.4806780
0.5936425,0.8466275,0.9419069
0.7354741,0.8918361,0.7778422
0.7422759,0.1558966,0.2420716
0.7146393,0.1931184,0.2621151
0.7413239,0.8642629,0.9486802
0.3922658,0.8331939,1.0613301
0.3155671,0.5271358,1.0856274
0.6895295,0.2549092,0.0534417
0.5691621,0.5672000,0.9138469
0.8330230,0.5925471,0.4772238
0.9372826,0.6486248,0.6439222
0.2393026,0.3578098,0.9680450
0.6051419,0.0047916,0.0768402
0.1523080,0.1106670,0.7273168
0.0768991,0.2393716,1.4219510
0.0286480,0.6046889,1.4140846
0.0012383,0.8157019,1.4481274
0.7311844,0.8546092,1.0567020
0.5944581,0.6417252,0.9119228
0.7231733,0.4719251,0.5762451
0.5877496,0.0417729,0.0949492
0.4206997,0.8661834,0.9570100
0.3438898,0.6826046,1.1394291
0.1423586,0.8191711,1.3085501
0.4321675,0.0078554,-0.0432551
0.2576578,0.7210381,1.3411884
0.3066658,0.8046257,1.2655075
0.0611577,0.4545137,1.3082612
0.7912093,0.3683961,0.5640485
0.4356431,0.3810828,0.6851461
0.6388231,0.1242645,0.1472606
0.1355679,0.5772127,1.3415389
0.8955044,0.5227117,0.5704803
0.7188537,0.2251858,0.4949764
0.0541068,0.5796613,1.6150232
0.5614382,0.7295777,0.9751733
0.3125748,0.4082480,0.9431358
0.7944070,0.7361923,0.5999466
0.5414148,0.6993835,0.7261878
0.8050839,0.6657912,0.4931642
0.1175591,0.4882322,1.1200377
0.0985050,0.8158160,1.5290566
0.6439297,0.0909253,0.1606774
0.3924563,0.2265776,0.6721419
0.1325010,0.3956948,1.3875550
0.9334252,0.3159626,0.2652981
0.6453915,0.8875460,0.9224602
0.9040679,0.1030025,0.0200767
0.0139302,0.6942954,1.5019883
0.6459256,0.9668857,0.9919775
0.1433240,0.1157164,0.7657189
0.9082644,0.1547972,0.1938394
0.1422991,0.9282986,1.4411410
0.3747977,0.9873513,1.2041320
0.2845121,0.0496592,0.3115771
0.0619484,0.3864408,1.4930000
0.3621349,0.5680257,1.0996372
0.2062517,0.4594713,1.1653865
0.7220540,0.6145815,0.9023558
0.4309622,0.0248980,0.0456448
0.1209523,0.2971964,1.1050365
0.9248084,0.9304362,0.6895426
0.1070816,0.8552459,1.4933006
0.3045353,0.1581989,0.5728853
0.2315263,0.8669560,1.3920656
0.7838610,0.6438109,0.4936951
0.9919102,0.4081697,0.4919573
0.3079336,0.9122712,1.1103825
0.2905945,0.8584228,1.1648179
0.3782089,0.5952754,1.0635324
0.8114593,0.9394729,0.9324125
0.1195086,0.9735803,1.3912801
0.5873773,0.7336812,0.8603143
0.6742382,0.0540996,0.0988629
